target,text
ham,"Dear relieved of westonzoyland, all going to plan this end too!"
ham,Am going to take bath ill place the key in window:-)
ham,Tell where you reached
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
ham,Just got to  &lt;#&gt;
spam,Adult 18 Content Your video will be with you shortly
ham,Its worse if if uses half way then stops. Its better for him to complete it.
ham,Ok lor. Msg me b4 u call.
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
ham,Play w computer? Aiyah i tok 2 u lor?
ham,Lol your always so convincing.
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
ham,Then she dun believe wat?
ham,"Aight, sounds good. When do you want me to come down?"
ham,Hi dude hw r u da realy mising u today
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
ham,Happy birthday... May all ur dreams come true...
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
ham,ÌÏ dun need to pick ur gf?
ham,There the size of elephant tablets & u shove um up ur ass!!
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
ham,Dear how you. Are you ok?
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
ham,I have a sore throat. It's scratches when I talk
ham,Really dun bluff me leh... U sleep early too. Nite...
ham,Ya srsly better than yi tho
ham,Did you stitch his trouser
ham,They did't play one day last year know even though they have very good team.. Like india.
ham,Why you keeping me away like this
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! IÛ÷ll bring one anyway
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
ham,I sent lanre fakeye's Eckankar details to the mail box
ham,Would me smoking you out help us work through this difficult time
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
ham,Fuck babe ... What happened to you ? How come you never came back?
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
ham,Thx. All will be well in a few months
ham,I cant pick the phone right now. Pls send a message
ham,Just sleeping..and surfing
ham,Did he just say somebody is named tampa
ham,I dun believe u. I thk u told him.
ham,Wait . I will msg after  &lt;#&gt;  min.
ham,Or remind me in a few hrs.
ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
ham,Detroit. The home of snow. Enjoy it.
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,Si si. I think ill go make those oreo truffles.
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
spam,Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
ham,Is that seriously how you spell his name?
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
ham,You still coming tonight?
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
ham,I like to think there's always the possibility of being in a pub later.
ham,I don't think he has spatula hands!
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow"
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
ham,Thanx 4 e brownie it's v nice...
ham,Man this bus is so so so slow. I think you're gonna get there before me
ham,Can Ì_ all decide faster cos my sis going home liao..
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
ham,Okay but i thought you were the expert
ham,Tell dear what happen to you. Why you talking to me like an alian
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
spam,You have 1 new message. Please call 08715205273
ham,I'm done...
ham,Lmao ok I wont be needing u to do my hair anymore.
ham,Ok cool. See ya then.
ham,how tall are you princess?
spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
ham,Why tired what special there you had
ham,"Aight, I'll ask a few of my roommates"
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
ham,Nvm it's ok...
ham,Tell them u have a headache and just want to use 1 hour of sick time.
ham,No. I.ll meet you in the library
ham,:-) :-)
ham,Ha ha cool cool chikku chikku:-):-DB-)
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
ham,Be happy there. I will come after noon
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
ham,I went to project centre
ham,"Y cant u try new invention to fly..i'm not joking.,"
ham,Indeed and by the way it was either or - not both !
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
ham,"Yeah probably, I still gotta check out with leo"
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)"
ham,I will reach ur home in  &lt;#&gt;  minutes
ham,Ok... Help me ask if she's working tmr a not?
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award
ham,Do you like Italian food?
ham,Teach me apps da. When you come to college.
ham,"Wat time liao, where still got."
ham,Yeah I don't see why not
ham,Where is it. Is there any opening for mca.
ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)"""
ham,Prepare to be pounded every night...
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
ham,"It's wylie, you in tampa or sarasota?"
ham,No one interested. May be some business plan.
ham,it's really getting me down just hanging around.
spam,2/2 146tf150p
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
ham,I know that my friend already told that.
ham,O. Guess they both got screwd
ham,So that takes away some money worries
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
ham,K.k:)advance happy pongal.
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,HELLO PEACH! MY CAKE TASTS LUSH!
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
ham,Ok.
ham,Mmmm.... I cant wait to lick it!
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
ham,Speaking of does he have any cash yet?
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
ham,Its  &lt;#&gt; k here oh. Should i send home for sale.
ham,Juz go google n search 4 qet...
ham,Will it help if we propose going back again tomorrow
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,"Lol, oh you got a friend for the dog ?"
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
ham,Can't take any major roles in community outreach. You rock mel
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham,Howz that persons story
ham,"Sorry, I'll call later"
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
ham,I'm leaving my house now.
ham,I'm going 2 orchard now laready me reaching soon. U reaching?
ham,Two fundamentals of cool life: \Walk
ham,"Sorry, I'll call later"
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
ham,My sister cleared two round in birla soft yesterday.
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
ham,Hows that watch resizing
ham,Anytime...
ham,Oic... I saw him too but i tot he din c me... I found a group liao...
ham,My birthday is on feb  &lt;#&gt;  da. .
ham,Lol no. Just trying to make your day a little more interesting
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
ham,(You didn't hear it from me)
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
ham,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\"""""
ham,How did you find out in a way that didn't include all of these details
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
ham,Fine if thatåÕs the way u feel. ThatåÕs the way its gota b
ham,Did you get any gift? This year i didnt get anything. So bad
ham,will you like to be spoiled? :)
ham,"Haha figures, well I found the piece and priscilla's bowl"
ham,Thanks honey. Have a great day.
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
ham,Sitting ard nothing to do lor. U leh busy w work?
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
ham,Yeah I can still give you a ride
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,Carry on not disturbing both of you
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
ham,"Fair enough, anything going on?"
ham,Prepare to be pleasured :)
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
ham,She's borderline but yeah whatever.
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,Also track down any lighters you can find
ham,I am 6 ft. We will be a good combination!
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
ham,Only saturday and sunday holiday so its very difficult:)
ham,"Nope. Since ayo travelled, he has forgotten his guy"
ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\"""""
ham,Cps is causing the outages to conserve energy.
ham,"I'm not coming over, do whatever you want"
ham,"Dude u knw also telugu..thts gud..k, gud nyt.."
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
ham,make that 3! 4 fucks sake?! x
ham,I love to wine and dine my lady!
ham,Short But Cute : \ Be a good person 
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\"""
ham,Yeah confirmed for you staying at  that weekend
ham,University of southern california.
ham,"Fuuuuck I need to stop sleepin, sup"
ham,"Come round, it's . "
ham,Ok then i will come to ur home after half an hour
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
ham,K..k...from tomorrow onwards started ah?
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS"
ham,Anything lar...
ham,Somebody should go to andros and steal ice
ham,We can make a baby in yo tho
ham,Also hi wesley how've you been
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
ham,Rofl. Its true to its name
ham,That seems unnecessarily affectionate
ham,I think asking for a gym is the excuse for lazy people. I jog.
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
ham,"I think your mentor is , but not 100 percent sure."
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,What is the plural of the noun research?
ham,Am also doing in cbe only. But have to pay.
ham,on hen night. Going with a swing
ham,Went to ganesh dress shop
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."""
ham,U sick still can go shopping?
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,K... Must book a not huh? so going for yoga basic on sunday?
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,Oh baby of the house. How come you dont have any new pictures on facebook
ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. "
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
ham,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..
ham,"Sir, I am waiting for your mail."
ham,Haha... Hope Ì_ can hear the receipt sound... Gd luck!
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
ham,No probably  &lt;#&gt; %.
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
ham,I'm still pretty weak today .. Bad day ?
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
ham,Kent vale lor... ÌÏ wait 4 me there ar?
ham,I tot u reach liao. He said t-shirt.
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
ham,"Sorry, got a late start, we're on the way"
ham,Cramps stopped. Going back to sleep
ham,They don't put that stuff on the roads to keep it from getting slippery over there?
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
ham,Ok. No wahala. Just remember that a friend in need ...
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,Who u talking about?
ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,I'm always looking for an excuse to be in the city.
ham,What u talking bout early morning? It's almost noon where your at!
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
ham,"Sorry, I'll call later"
ham,R we still meeting 4 dinner tonight?
ham,Can not use foreign stamps in this country. Good lecture .
ham,That day you asked about anand number. Why:-)
ham,"Nothing much, chillin at home. Any super bowl plan?"
ham,Anything lor. Juz both of us lor.
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154"
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
ham,Hey check it da. I have listed da.
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
ham,Ok. So april. Cant wait
ham,Yeah imma come over cause jay wants to do some drugs
ham,"Goodmorning, today i am late for 2hrs. Because of back pain."
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
ham,No da. I am happy that we sit together na
ham,Are you in castor? You need to see something
ham,Sac needs to carry on:)
ham,"Hmm well, night night "
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
ham,Draw va?i dont think so:)
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
ham,What is your record for one night? :)
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
ham,She's good. How are you. Where r u working now
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
ham,And by when you're done I mean now
spam,PRIVATE! Your 2003 Account Statement for 078
ham,Well if I'm that desperate I'll just call armand again
ham,U calling me right? Call my hand phone...
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,"Sorry,in meeting I'll call later"
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?
ham,Oh did you charge camera
ham,S:-)kallis wont play in first two odi:-)
ham,26th OF JULY
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
ham,"I'd say that's a good sign but, well, you know my track record at reading women"
ham,G wants to know where the fuck you are
ham,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...
ham,And pls pls drink plenty plenty water
ham,Ok lor...
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
ham,Ranjith cal drpd Deeraj and deepak 5min hold
ham,Where u been hiding stranger?
ham,"Get the door, I'm here"
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
ham,Blank is Blank. But wat is blank? Lol
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
ham,ÌÏ all write or wat..
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!
ham,No..but heard abt tat..
ham,"Same, I'm at my great aunts anniversary party in tarpon springs"
ham,Haha... They cant what... At the most tmr forfeit... haha so how?
ham,You were supposed to wake ME up &gt;:(
ham,Were trying to find a Chinese food place around here
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
ham,I'm in town now so i'll jus take mrt down later.
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
ham,"Goodmorning, today i am late for 1hr."
ham,Don know..wait i will check it.
ham,Was actually about to send you a reminder today. Have a wonderful weekend
ham,How come u got nothing to do?
ham,Wif my family booking tour package.
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,WHO ARE YOU SEEING?
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
ham,I think the other two still need to get cash but we can def be ready by 9
ham,Ok lor. I'm in town now lei.
ham,Well I'm going to be an aunty!
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
ham,"Come to mu, we're sorting out our narcotics situation"
ham,Host-based IDPS for linux systems.
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,Ok I'm gonna head up to usf in like fifteen minutes
ham,Gudnite....tc...practice going on
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
ham,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
ham,See you there! 
ham,Ok lor then we go tog lor...
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
ham,Yes:)here tv is always available in work place..
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,Long beach lor. Expected... U having dinner now?
ham,I will treasure every moment we spend together...
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
ham,Oh :-)only 4 outside players allowed to play know
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
ham,Hey now am free you can call me.
ham,Lol ok your forgiven :)
ham,"Erm Û_ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that."
ham,S:)s.nervous  &lt;#&gt; :)
ham,Sorry * was at the grocers.
ham,COME BACK TO TAMPA FFFFUUUUUUU
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
ham,I'm working technical support :)voice process.networking field.
